OrderID	OrderDate	CustomerName	PhoneNumber	DeliveryAddressLine1	DeliveryAddressLine2	CityName	StockItemID	Quantity	UnitPrice
67125	2016-02-23	Lakshmi Benipal	(209) 555-0100	Suite 23	1017 Juniskyzy Boulevard	Lompoc	105	2	35
67125	2016-02-23	Lakshmi Benipal	(209) 555-0100	Suite 23	1017 Juniskyzy Boulevard	Lompoc	101	24	18
67125	2016-02-23	Lakshmi Benipal	(209) 555-0100	Suite 23	1017 Juniskyzy Boulevard	Lompoc	57	7	13
67125	2016-02-23	Lakshmi Benipal	(209) 555-0100	Suite 23	1017 Juniskyzy Boulevard	Lompoc	183	100	2.74
67126	2016-02-23	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	33	1	13
67126	2016-02-23	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	157	20	30
67126	2016-02-23	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	209	40	1.89
67127	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	64	5	30
67127	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	43	6	13
67127	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	222	96	8.55
67128	2016-02-23	Wingtip Toys (Verdery, SC)	(803) 555-0100	Shop 144	1774 ChÃ¡vez Road	Verdery	202	120	4.1
67128	2016-02-23	Wingtip Toys (Verdery, SC)	(803) 555-0100	Shop 144	1774 ChÃ¡vez Road	Verdery	83	12	18
67128	2016-02-23	Wingtip Toys (Verdery, SC)	(803) 555-0100	Shop 144	1774 ChÃ¡vez Road	Verdery	63	7	25
67129	2016-02-23	Sabine Zalite	(210) 555-0100	Shop 11	1924 Shim Avenue	Haltom City	68	1	230
67129	2016-02-23	Sabine Zalite	(210) 555-0100	Shop 11	1924 Shim Avenue	Haltom City	7	7	32
67129	2016-02-23	Sabine Zalite	(210) 555-0100	Shop 11	1924 Shim Avenue	Haltom City	164	80	112
67129	2016-02-23	Sabine Zalite	(210) 555-0100	Shop 11	1924 Shim Avenue	Haltom City	141	36	5
67130	2016-02-23	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue	Lake Mohegan	181	125	1.14
67130	2016-02-23	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue	Lake Mohegan	138	96	5
67130	2016-02-23	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue	Lake Mohegan	205	50	32
67130	2016-02-23	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue	Lake Mohegan	120	3	32
67130	2016-02-23	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue	Lake Mohegan	48	5	13
67131	2016-02-23	Tailspin Toys (North Cowden, TX)	(210) 555-0100	Suite 18	402 Nan Road	North Cowden	28	7	13
67131	2016-02-23	Tailspin Toys (North Cowden, TX)	(210) 555-0100	Suite 18	402 Nan Road	North Cowden	84	108	18
67132	2016-02-23	Tailspin Toys (East Dailey, WV)	(304) 555-0100	Unit 188	838 Lucescu Street	East Dailey	199	120	3.7
67132	2016-02-23	Tailspin Toys (East Dailey, WV)	(304) 555-0100	Unit 188	838 Lucescu Street	East Dailey	63	7	25
67132	2016-02-23	Tailspin Toys (East Dailey, WV)	(304) 555-0100	Unit 188	838 Lucescu Street	East Dailey	111	10	30
67133	2016-02-23	Wingtip Toys (Lucasville, OH)	(216) 555-0100	Unit 47	857 Bose Avenue	Lucasville	174	8	240
67133	2016-02-23	Wingtip Toys (Lucasville, OH)	(216) 555-0100	Unit 47	857 Bose Avenue	Lucasville	58	10	25
67133	2016-02-23	Wingtip Toys (Lucasville, OH)	(216) 555-0100	Unit 47	857 Bose Avenue	Lucasville	36	5	13
67133	2016-02-23	Wingtip Toys (Lucasville, OH)	(216) 555-0100	Unit 47	857 Bose Avenue	Lucasville	191	108	3.7
67134	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	139	96	5
67134	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	10	6	32
67134	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	66	6	45
67134	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	205	30	32
67134	2016-02-23	Tailspin Toys (Alstead, NH)	(603) 555-0100	Suite 50	520 Walkky Boulevard	Alstead	156	70	15
67135	2016-02-23	Tailspin Toys (Peeples Valley, AZ)	(480) 555-0100	Unit 217	1970 Khandke Road	Peeples Valley	44	1	13
67135	2016-02-23	Tailspin Toys (Peeples Valley, AZ)	(480) 555-0100	Unit 217	1970 Khandke Road	Peeples Valley	190	180	3.5
67136	2016-02-23	Chandrashekhar Dasgupta	(208) 555-0100	Suite 8	1375 Rusl Boulevard	New Plymouth	111	9	30
67136	2016-02-23	Chandrashekhar Dasgupta	(208) 555-0100	Suite 8	1375 Rusl Boulevard	New Plymouth	172	20	48
67137	2016-02-23	Wingtip Toys (Tilleda, WI)	(262) 555-0100	Suite 174	1968 Necesana Street	Tilleda	209	10	1.89
67137	2016-02-23	Wingtip Toys (Tilleda, WI)	(262) 555-0100	Suite 174	1968 Necesana Street	Tilleda	223	48	8.55
67137	2016-02-23	Wingtip Toys (Tilleda, WI)	(262) 555-0100	Suite 174	1968 Necesana Street	Tilleda	25	3	13
67138	2016-02-23	Daniella Cavalcante	(405) 555-0100	Shop 22	854 Chin-Sun Street	Ravia	22	10	13
67139	2016-02-23	Tailspin Toys (Minidoka, ID)	(208) 555-0100	Suite 84	585 Dao Lane	Minidoka	25	4	13
67139	2016-02-23	Tailspin Toys (Minidoka, ID)	(208) 555-0100	Suite 84	585 Dao Lane	Minidoka	71	8	230
67139	2016-02-23	Tailspin Toys (Minidoka, ID)	(208) 555-0100	Suite 84	585 Dao Lane	Minidoka	116	7	34
67139	2016-02-23	Tailspin Toys (Minidoka, ID)	(208) 555-0100	Suite 84	585 Dao Lane	Minidoka	9	5	32
67140	2016-02-23	Crina Grasu	(308) 555-0100	Shop 14	1538 Lampsa Road	Tamora	196	144	4.1
67140	2016-02-23	Crina Grasu	(308) 555-0100	Shop 14	1538 Lampsa Road	Tamora	180	200	1.11
67140	2016-02-23	Crina Grasu	(308) 555-0100	Shop 14	1538 Lampsa Road	Tamora	159	100	18
67141	2016-02-23	Tailspin Toys (Lake Erie Beach, NY)	(212) 555-0100	Unit 174	1755 De Road	Lake Erie Beach	30	10	13
67141	2016-02-23	Tailspin Toys (Lake Erie Beach, NY)	(212) 555-0100	Unit 174	1755 De Road	Lake Erie Beach	88	72	18
67141	2016-02-23	Tailspin Toys (Lake Erie Beach, NY)	(212) 555-0100	Unit 174	1755 De Road	Lake Erie Beach	141	96	5
67141	2016-02-23	Tailspin Toys (Lake Erie Beach, NY)	(212) 555-0100	Unit 174	1755 De Road	Lake Erie Beach	196	96	4.1
67142	2016-02-23	Nicolo Cattaneo	(212) 555-0100	Unit 22	1126 Chakraborty Crescent	Schoharie	96	48	18
67142	2016-02-23	Nicolo Cattaneo	(212) 555-0100	Unit 22	1126 Chakraborty Crescent	Schoharie	111	6	30
67143	2016-02-23	Wingtip Toys (Cuyamungue, NM)	(505) 555-0100	Suite 51	1342 Gajula Boulevard	Cuyamungue	93	12	18
67143	2016-02-23	Wingtip Toys (Cuyamungue, NM)	(505) 555-0100	Suite 51	1342 Gajula Boulevard	Cuyamungue	104	10	35
67144	2016-02-23	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	53	6	13
67144	2016-02-23	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	179	25	1.05
67144	2016-02-23	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	7	3	32
67145	2016-02-23	Alena Kellnerova	(303) 555-0100	Shop 29	101 Jonsson Lane	Segundo	136	7	32
67145	2016-02-23	Alena Kellnerova	(303) 555-0100	Shop 29	101 Jonsson Lane	Segundo	34	4	13
67145	2016-02-23	Alena Kellnerova	(303) 555-0100	Shop 29	101 Jonsson Lane	Segundo	194	144	4.1
67145	2016-02-23	Alena Kellnerova	(303) 555-0100	Shop 29	101 Jonsson Lane	Segundo	159	10	18
67146	2016-02-23	Wingtip Toys (Baldwin City, KS)	(316) 555-0100	Unit 30	295 Rosberg Avenue	Baldwin City	38	3	13
67146	2016-02-23	Wingtip Toys (Baldwin City, KS)	(316) 555-0100	Unit 30	295 Rosberg Avenue	Baldwin City	16	8	13
67146	2016-02-23	Wingtip Toys (Baldwin City, KS)	(316) 555-0100	Unit 30	295 Rosberg Avenue	Baldwin City	211	30	4.1
67146	2016-02-23	Wingtip Toys (Baldwin City, KS)	(316) 555-0100	Unit 30	295 Rosberg Avenue	Baldwin City	214	1	90
67147	2016-02-23	Tailspin Toys (Furley, KS)	(316) 555-0100	Suite 199	1096 Poursokh Crescent	Furley	170	90	102
67147	2016-02-23	Tailspin Toys (Furley, KS)	(316) 555-0100	Suite 199	1096 Poursokh Crescent	Furley	202	168	4.1
67147	2016-02-23	Tailspin Toys (Furley, KS)	(316) 555-0100	Suite 199	1096 Poursokh Crescent	Furley	149	96	18
67147	2016-02-23	Tailspin Toys (Furley, KS)	(316) 555-0100	Suite 199	1096 Poursokh Crescent	Furley	36	3	13
67148	2016-02-23	Wingtip Toys (Truscott, TX)	(210) 555-0100	Suite 14	1572 Mudaliyar Lane	Truscott	72	7	230
67148	2016-02-23	Wingtip Toys (Truscott, TX)	(210) 555-0100	Suite 14	1572 Mudaliyar Lane	Truscott	65	4	30
67149	2016-02-23	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	182	100	1.28
67149	2016-02-23	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	50	1	13
67149	2016-02-23	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	167	50	99
67150	2016-02-23	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	138	84	5
67150	2016-02-23	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	135	9	32
67150	2016-02-23	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	45	7	13
67150	2016-02-23	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	44	4	13
67150	2016-02-23	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	92	108	18
67151	2016-02-23	Tailspin Toys (Great Neck Estates, NY)	(212) 555-0100	Shop 263	551 Enestam Crescent	Great Neck Estates	161	60	108
67151	2016-02-23	Tailspin Toys (Great Neck Estates, NY)	(212) 555-0100	Shop 263	551 Enestam Crescent	Great Neck Estates	176	2	240
67151	2016-02-23	Tailspin Toys (Great Neck Estates, NY)	(212) 555-0100	Shop 263	551 Enestam Crescent	Great Neck Estates	187	50	0.95
67151	2016-02-23	Tailspin Toys (Great Neck Estates, NY)	(212) 555-0100	Shop 263	551 Enestam Crescent	Great Neck Estates	81	120	18
67151	2016-02-23	Tailspin Toys (Great Neck Estates, NY)	(212) 555-0100	Shop 263	551 Enestam Crescent	Great Neck Estates	13	1	32
67152	2016-02-23	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	28	8	13
67152	2016-02-23	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	209	45	1.89
67152	2016-02-23	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	5	4	32
67152	2016-02-23	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	108	10	25
67152	2016-02-23	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	97	12	18
67153	2016-02-23	Tailspin Toys (Sallyards, KS)	(316) 555-0100	Unit 192	473 Kaulins Road	Sallyards	117	6	34
67153	2016-02-23	Tailspin Toys (Sallyards, KS)	(316) 555-0100	Unit 192	473 Kaulins Road	Sallyards	79	12	18
67153	2016-02-23	Tailspin Toys (Sallyards, KS)	(316) 555-0100	Unit 192	473 Kaulins Road	Sallyards	225	24	8.55
67153	2016-02-23	Tailspin Toys (Sallyards, KS)	(316) 555-0100	Unit 192	473 Kaulins Road	Sallyards	206	72	2.7
67153	2016-02-23	Tailspin Toys (Sallyards, KS)	(316) 555-0100	Unit 192	473 Kaulins Road	Sallyards	89	72	18
67154	2016-02-23	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	167	10	99
67154	2016-02-23	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	97	96	18
67154	2016-02-23	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	92	120	18
67155	2016-02-23	Crina Grasu	(308) 555-0100	Shop 14	1538 Lampsa Road	Tamora	86	36	18
67156	2016-02-23	Wingtip Toys (Chaseley, ND)	(701) 555-0100	Suite 211	1666 Semjonov Lane	Chaseley	77	120	18
67157	2016-02-23	Sara Huiting	(218) 555-0100	Shop 30	1476 Poddar Lane	Bock	204	90	32
67158	2016-02-23	Daniella Cavalcante	(405) 555-0100	Shop 22	854 Chin-Sun Street	Ravia	184	75	3.5
67159	2016-02-23	Crina Grasu	(308) 555-0100	Shop 14	1538 Lampsa Road	Tamora	86	60	18
67160	2016-02-23	Wingtip Toys (Truscott, TX)	(210) 555-0100	Suite 14	1572 Mudaliyar Lane	Truscott	77	36	18
67161	2016-02-24	Wingtip Toys (Cape Neddick, ME)	(207) 555-0100	Shop 186	1369 Atluri Crescent	Cape Neddick	69	8	230
67161	2016-02-24	Wingtip Toys (Cape Neddick, ME)	(207) 555-0100	Shop 186	1369 Atluri Crescent	Cape Neddick	114	1	30
67161	2016-02-24	Wingtip Toys (Cape Neddick, ME)	(207) 555-0100	Shop 186	1369 Atluri Crescent	Cape Neddick	21	3	13
67161	2016-02-24	Wingtip Toys (Cape Neddick, ME)	(207) 555-0100	Shop 186	1369 Atluri Crescent	Cape Neddick	180	150	1.11
67162	2016-02-24	Tailspin Toys (Glen Avon, CA)	(209) 555-0100	Unit 32	917 Morgan Boulevard	Glen Avon	16	3	13
67162	2016-02-24	Tailspin Toys (Glen Avon, CA)	(209) 555-0100	Unit 32	917 Morgan Boulevard	Glen Avon	59	7	25
67162	2016-02-24	Tailspin Toys (Glen Avon, CA)	(209) 555-0100	Unit 32	917 Morgan Boulevard	Glen Avon	179	150	1.05
67163	2016-02-24	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	115	5	34
67163	2016-02-24	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	21	3	13
67163	2016-02-24	Tailspin Toys (Belgreen, AL)	(205) 555-0100	Suite 118	469 Formanek Street	Belgreen	72	8	230
67164	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	24	6	13
67164	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	45	6	13
67164	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	49	10	13
67164	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	90	108	18
67165	2016-02-24	Urve Kasesalu	(319) 555-0100	Unit 17	987 Amarendra Road	Cherokee	66	4	45
67165	2016-02-24	Urve Kasesalu	(319) 555-0100	Unit 17	987 Amarendra Road	Cherokee	149	96	18
67165	2016-02-24	Urve Kasesalu	(319) 555-0100	Unit 17	987 Amarendra Road	Cherokee	43	5	13
67166	2016-02-24	Tailspin Toys (Airport Drive, MO)	(314) 555-0100	Unit 115	232 Abbasi Avenue	Airport Drive	85	12	18
67166	2016-02-24	Tailspin Toys (Airport Drive, MO)	(314) 555-0100	Unit 115	232 Abbasi Avenue	Airport Drive	123	6	32
67166	2016-02-24	Tailspin Toys (Airport Drive, MO)	(314) 555-0100	Unit 115	232 Abbasi Avenue	Airport Drive	53	10	13
67167	2016-02-24	Adriana Pena	(252) 555-0100	Shop 17	121 Valentina Road	Roberta Mill	43	5	13
67167	2016-02-24	Adriana Pena	(252) 555-0100	Shop 17	121 Valentina Road	Roberta Mill	58	9	25
67168	2016-02-24	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	189	260	2.9
67168	2016-02-24	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	99	48	18
67168	2016-02-24	Christian Couet	(212) 555-0100	Unit 29	315 Caterina Lane	Great Neck	226	240	8.55
67169	2016-02-24	Kristiina Ivanov	(605) 555-0100	Unit 6	1505 Stojkovic Street	Wounded Knee	214	7	90
67169	2016-02-24	Kristiina Ivanov	(605) 555-0100	Unit 6	1505 Stojkovic Street	Wounded Knee	156	70	15
67169	2016-02-24	Kristiina Ivanov	(605) 555-0100	Unit 6	1505 Stojkovic Street	Wounded Knee	152	3	16
67169	2016-02-24	Kristiina Ivanov	(605) 555-0100	Unit 6	1505 Stojkovic Street	Wounded Knee	49	10	13
67169	2016-02-24	Kristiina Ivanov	(605) 555-0100	Unit 6	1505 Stojkovic Street	Wounded Knee	154	80	20
67170	2016-02-24	Tailspin Toys (Crary, ND)	(701) 555-0100	Suite 181	522 Longo Lane	Crary	138	120	5
67170	2016-02-24	Tailspin Toys (Crary, ND)	(701) 555-0100	Suite 181	522 Longo Lane	Crary	67	4	230
67170	2016-02-24	Tailspin Toys (Crary, ND)	(701) 555-0100	Suite 181	522 Longo Lane	Crary	91	108	18
67170	2016-02-24	Tailspin Toys (Crary, ND)	(701) 555-0100	Suite 181	522 Longo Lane	Crary	14	2	32
67171	2016-02-24	Madhu Dwivedi	(802) 555-0100	Shop 5	1808 Sagese Crescent	Panton	57	8	13
67171	2016-02-24	Madhu Dwivedi	(802) 555-0100	Shop 5	1808 Sagese Crescent	Panton	208	24	2.7
67171	2016-02-24	Madhu Dwivedi	(802) 555-0100	Shop 5	1808 Sagese Crescent	Panton	81	84	18
67172	2016-02-24	Tailspin Toys (Cheyenne Wells, CO)	(303) 555-0100	Unit 150	617 Pornpipatpong Lane	Cheyenne Wells	190	80	3.5
67172	2016-02-24	Tailspin Toys (Cheyenne Wells, CO)	(303) 555-0100	Unit 150	617 Pornpipatpong Lane	Cheyenne Wells	54	9	13
67172	2016-02-24	Tailspin Toys (Cheyenne Wells, CO)	(303) 555-0100	Unit 150	617 Pornpipatpong Lane	Cheyenne Wells	67	2	230
67173	2016-02-24	Volkan senturk	(276) 555-0100	Suite 27	283 Berzins Avenue	Wyndham	114	5	30
67173	2016-02-24	Volkan senturk	(276) 555-0100	Suite 27	283 Berzins Avenue	Wyndham	119	3	32
67173	2016-02-24	Volkan senturk	(276) 555-0100	Suite 27	283 Berzins Avenue	Wyndham	17	5	13
67174	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	6	9	32
67174	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	22	7	13
67174	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	83	96	18
67175	2016-02-24	Wingtip Toys (Lake Ronkonkoma, NY)	(212) 555-0100	Suite 131	576 Sedlar Road	Lake Ronkonkoma	131	2	32
67175	2016-02-24	Wingtip Toys (Lake Ronkonkoma, NY)	(212) 555-0100	Suite 131	576 Sedlar Road	Lake Ronkonkoma	188	150	0.66
67175	2016-02-24	Wingtip Toys (Lake Ronkonkoma, NY)	(212) 555-0100	Suite 131	576 Sedlar Road	Lake Ronkonkoma	81	12	18
67176	2016-02-24	Tailspin Toys (Heilwood, PA)	(215) 555-0100	Suite 25	1846 Hudecova Crescent	Heilwood	57	6	13
67176	2016-02-24	Tailspin Toys (Heilwood, PA)	(215) 555-0100	Suite 25	1846 Hudecova Crescent	Heilwood	176	5	240
67176	2016-02-24	Tailspin Toys (Heilwood, PA)	(215) 555-0100	Suite 25	1846 Hudecova Crescent	Heilwood	56	7	13
67177	2016-02-24	Wingtip Toys (Sunburg, MN)	(218) 555-0100	Unit 234	1356 Molina Crescent	Sunburg	51	3	13
67177	2016-02-24	Wingtip Toys (Sunburg, MN)	(218) 555-0100	Unit 234	1356 Molina Crescent	Sunburg	38	3	13
67177	2016-02-24	Wingtip Toys (Sunburg, MN)	(218) 555-0100	Unit 234	1356 Molina Crescent	Sunburg	126	3	32
67177	2016-02-24	Wingtip Toys (Sunburg, MN)	(218) 555-0100	Unit 234	1356 Molina Crescent	Sunburg	192	180	4.1
67178	2016-02-24	Gayatri Gajula	(212) 555-0100	Unit 19	1281 Lo Duca Avenue	Shenorock	213	9	87
67178	2016-02-24	Gayatri Gajula	(212) 555-0100	Unit 19	1281 Lo Duca Avenue	Shenorock	168	50	29
67178	2016-02-24	Gayatri Gajula	(212) 555-0100	Unit 19	1281 Lo Duca Avenue	Shenorock	156	90	15
67179	2016-02-24	Raghu Sandhu	(240) 555-0100	Suite 22	459 Popov Lane	Bowleys Quarters	36	2	13
67179	2016-02-24	Raghu Sandhu	(240) 555-0100	Suite 22	459 Popov Lane	Bowleys Quarters	204	10	32
67180	2016-02-24	Wingtip Toys (Boynton, OK)	(405) 555-0100	Shop 23	710 Rahimi Avenue	Boynton	186	225	2.1
67180	2016-02-24	Wingtip Toys (Boynton, OK)	(405) 555-0100	Shop 23	710 Rahimi Avenue	Boynton	153	20	4.5
67180	2016-02-24	Wingtip Toys (Boynton, OK)	(405) 555-0100	Shop 23	710 Rahimi Avenue	Boynton	130	9	32
67180	2016-02-24	Wingtip Toys (Boynton, OK)	(405) 555-0100	Shop 23	710 Rahimi Avenue	Boynton	160	30	33
67181	2016-02-24	Wingtip Toys (Rose Tree, PA)	(215) 555-0100	Unit 212	1837 Vasiljevic Boulevard	Rose Tree	143	108	18
67181	2016-02-24	Wingtip Toys (Rose Tree, PA)	(215) 555-0100	Unit 212	1837 Vasiljevic Boulevard	Rose Tree	75	5	345
67182	2016-02-24	Ratan Poddar	(907) 555-0100	Shop 16	1071 Goransson Crescent	Ekwok	117	2	34
67182	2016-02-24	Ratan Poddar	(907) 555-0100	Shop 16	1071 Goransson Crescent	Ekwok	164	90	112
67182	2016-02-24	Ratan Poddar	(907) 555-0100	Shop 16	1071 Goransson Crescent	Ekwok	227	192	8.55
67182	2016-02-24	Ratan Poddar	(907) 555-0100	Shop 16	1071 Goransson Crescent	Ekwok	136	2	32
67183	2016-02-24	Tailspin Toys (Lytle Creek, CA)	(209) 555-0100	Unit 134	1204 Grgic Lane	Lytle Creek	126	2	32
67183	2016-02-24	Tailspin Toys (Lytle Creek, CA)	(209) 555-0100	Unit 134	1204 Grgic Lane	Lytle Creek	200	144	4.1
67184	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	135	10	32
67184	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	173	80	105
67184	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	176	5	240
67184	2016-02-24	David safranek	(215) 555-0100	Shop 7	974 Mazzanti Avenue	Toughkenamon	227	48	8.55
67185	2016-02-24	Tailspin Toys (Hardeeville, SC)	(803) 555-0100	Shop 31	478 KlanCisar Lane	Hardeeville	114	6	30
67185	2016-02-24	Tailspin Toys (Hardeeville, SC)	(803) 555-0100	Shop 31	478 KlanCisar Lane	Hardeeville	29	6	13
67185	2016-02-24	Tailspin Toys (Hardeeville, SC)	(803) 555-0100	Shop 31	478 KlanCisar Lane	Hardeeville	186	100	2.1
67186	2016-02-24	Magdalena Michnova	(907) 555-0100	Unit 13	464 Mutlu Lane	Wrangell	134	6	32
67186	2016-02-24	Magdalena Michnova	(907) 555-0100	Unit 13	464 Mutlu Lane	Wrangell	31	6	13
67187	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	74	7	285
67187	2016-02-24	Tailspin Toys (Kwethluk, AK)	(907) 555-0100	Shop 162	486 Spirlea Avenue	Kwethluk	107	5	25
67188	2016-02-24	Wingtip Toys (Dickerson, MD)	(240) 555-0100	Unit 116	1760 Gummadi Road	Dickerson	25	8	13
67188	2016-02-24	Wingtip Toys (Dickerson, MD)	(240) 555-0100	Unit 116	1760 Gummadi Road	Dickerson	37	7	13
67188	2016-02-24	Wingtip Toys (Dickerson, MD)	(240) 555-0100	Unit 116	1760 Gummadi Road	Dickerson	50	4	13
67188	2016-02-24	Wingtip Toys (Dickerson, MD)	(240) 555-0100	Unit 116	1760 Gummadi Road	Dickerson	186	100	2.1
67189	2016-02-24	Tailspin Toys (Jessie, ND)	(701) 555-0100	Shop 196	483 Raut Lane	Jessie	144	72	18
67189	2016-02-24	Tailspin Toys (Jessie, ND)	(701) 555-0100	Shop 196	483 Raut Lane	Jessie	108	10	25
67189	2016-02-24	Tailspin Toys (Jessie, ND)	(701) 555-0100	Shop 196	483 Raut Lane	Jessie	202	144	4.1
67189	2016-02-24	Tailspin Toys (Jessie, ND)	(701) 555-0100	Shop 196	483 Raut Lane	Jessie	23	8	13
67189	2016-02-24	Tailspin Toys (Jessie, ND)	(701) 555-0100	Shop 196	483 Raut Lane	Jessie	112	10	30
67190	2016-02-24	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	38	10	13
67190	2016-02-24	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	84	60	18
67190	2016-02-24	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	125	5	32
67190	2016-02-24	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	85	24	18
67190	2016-02-24	Wingtip Toys (Heartwell, NE)	(308) 555-0100	Unit 77	1910 Stavinohova Crescent	Heartwell	222	72	8.55
67191	2016-02-24	Tailspin Toys (Cortaro, AZ)	(480) 555-0100	Suite 231	1809 Ioveanu Lane	Cortaro	69	2	230
67191	2016-02-24	Tailspin Toys (Cortaro, AZ)	(480) 555-0100	Suite 231	1809 Ioveanu Lane	Cortaro	224	216	8.55
67191	2016-02-24	Tailspin Toys (Cortaro, AZ)	(480) 555-0100	Suite 231	1809 Ioveanu Lane	Cortaro	20	2	13
67191	2016-02-24	Tailspin Toys (Cortaro, AZ)	(480) 555-0100	Suite 231	1809 Ioveanu Lane	Cortaro	129	5	32
67191	2016-02-24	Tailspin Toys (Cortaro, AZ)	(480) 555-0100	Suite 231	1809 Ioveanu Lane	Cortaro	151	8	16
67192	2016-02-24	Gopalgobinda Sikdar	(307) 555-0100	Shop 17	1928 Kask Crescent	Orpha	6	7	32
67192	2016-02-24	Gopalgobinda Sikdar	(307) 555-0100	Shop 17	1928 Kask Crescent	Orpha	123	10	32
